id,model,dataset,correct,m,norm_entropy,confidence,assigned_cui,s1,s2,margin_mean,query,k
56de0ffd4396321400ee258e,BioMistral-7B,squad2,False,3,0.405639062229565,-0.0769183517320849,C0471067,0.6521366834640503,0.6498948931694031,0.002241790294647217,pred_answer,1000
5ad568d35b96ef001a10ae1d,BioMistral-7B,squad2,False,3,0.7499999999999978,-0.1862683009721024,C2612775,0.6310972571372986,0.6220456957817078,0.00905156135559082,pred_answer,1000
56e1e9dfe3433e14004231fc,BioMistral-7B,squad2,False,3,0.405639062229565,-0.0846514958199501,C2986777,0.6883282661437988,0.6710072159767151,0.01732105016708374,pred_answer,1000
56e1f10ee3433e1400423222,BioMistral-7B,squad2,False,3,0.405639062229565,-0.1901639115185389,C0750561,0.7000194787979126,0.6808985471725464,0.01912093162536621,pred_answer,1000
5705e4fe75f01819005e7704,BioMistral-7B,squad2,False,3,0.405639062229565,-0.1307044036657316,C1555156,0.8404766321182251,0.7312313914299011,0.10924524068832397,pred_answer,1000
5ad042cf77cf76001a686f28,BioMistral-7B,squad2,False,3,0.4999999999999985,-0.1261754225955595,C3828241,0.7384768724441528,0.6803041696548462,0.05817270278930664,pred_answer,1000
5706143575f01819005e7953,BioMistral-7B,squad2,False,3,0.7499999999999978,-0.1158890998856622,C3259495,0.6381657123565674,0.6356613636016846,0.0025043487548828125,pred_answer,1000
5a2c0c2fbfd06b001a5ae99c,BioMistral-7B,squad2,False,3,0.9999999999999972,-0.2302935523800763,C2241546,0.6595016717910767,0.6575320959091187,0.001969575881958008,pred_answer,1000
570953a7efce8f15003a7e01,BioMistral-7B,squad2,False,3,0.7499999999999978,-0.2927505092229694,C5874801,0.6766657829284668,0.676337480545044,0.00032830238342285156,pred_answer,1000
57096c95200fba1400367fbf,BioMistral-7B,squad2,False,3,0.7499999999999978,-0.187042225850746,C5691728,0.6420358419418335,0.6406550407409668,0.0013808012008666992,pred_answer,1000
57096f37200fba1400367fe6,BioMistral-7B,squad2,False,3,0.4999999999999985,-0.1494005459185624,C5697245,0.685745894908905,0.6716774106025696,0.01406848430633545,pred_answer,1000
57097b50200fba140036804d,BioMistral-7B,squad2,False,3,0.7499999999999978,-0.5273084536505243,C0029034,0.7107179760932922,0.6711801886558533,0.039537787437438965,pred_answer,1000
570d2d68fed7b91900d45cbc,BioMistral-7B,squad2,False,3,0.7499999999999978,-0.1530169644666945,C3166490,0.6711369752883911,0.6637983322143555,0.0073386430740356445,pred_answer,1000
570d2f5bfed7b91900d45cd2,BioMistral-7B,squad2,False,3,0.9999999999999972,-0.4023916818933521,C0009809,0.7681663632392883,0.7158401608467102,0.052326202392578125,pred_answer,1000
570d32e4fed7b91900d45d02,BioMistral-7B,squad2,False,3,-8.00856625953729e-16,-0.1481822505641806,C0871193,0.6948382258415222,0.6851263046264648,0.009711921215057373,pred_answer,1000
570d4329fed7b91900d45dd7,BioMistral-7B,squad2,True,3,0.405639062229565,-0.2191238657267402,C3829466,0.7012718915939331,0.6723256707191467,0.028946220874786377,pred_answer,1000
570d44abb3d812140066d601,BioMistral-7B,squad2,False,3,-8.00856625953729e-16,-0.2526382339031746,C4272448,0.5937223434448242,0.5913359522819519,0.0023863911628723145,pred_answer,1000
570d47b8b3d812140066d631,BioMistral-7B,squad2,True,3,-8.00856625953729e-16,-0.5635905216137568,C0205451,0.9510867595672607,0.9510867595672607,0.0,pred_answer,1000
570d4a6bfed7b91900d45e16,BioMistral-7B,squad2,False,3,0.405639062229565,-0.4421342636536186,C0027975,0.9999996423721313,0.8617789149284363,0.13822072744369507,pred_answer,1000
5a637c6268151a001a92230e,BioMistral-7B,squad2,False,3,0.7499999999999978,-0.3551705951977055,C0681743,0.8307980895042419,0.747605562210083,0.08319252729415894,pred_answer,1000
5a637c6268151a001a922311,BioMistral-7B,squad2,False,3,0.9999999999999972,-0.1421146146586856,C5446374,0.6413840055465698,0.634445071220398,0.006938934326171875,pred_answer,1000
5a6391c268151a001a922390,BioMistral-7B,squad2,False,3,0.7499999999999978,-0.2621911120044623,C3176004,0.7013436555862427,0.6976076364517212,0.0037360191345214844,pred_answer,1000
5ad25e99d7d075001a428f2e,BioMistral-7B,squad2,False,3,0.7499999999999978,-0.3122796350666745,C5206965,0.7589403390884399,0.7452120780944824,0.01372826099395752,pred_answer,1000
57107a3ea58dae1900cd69e0,BioMistral-7B,squad2,False,3,-8.00856625953729e-16,-0.0311535609964101,C6005157,0.6704709529876709,0.6687290072441101,0.001741945743560791,pred_answer,1000
5ad24057d7d075001a428930,BioMistral-7B,squad2,True,3,0.7499999999999978,-0.4409502743921621,C1883425,0.7934644818305969,0.7916826009750366,0.0017818808555603027,pred_answer,1000
57107e6ca58dae1900cd69f2,BioMistral-7B,squad2,False,3,-8.00856625953729e-16,-0.1188989031378535,C0337770,0.6962531805038452,0.6945918798446655,0.0016613006591796875,pred_answer,1000
5ad25963d7d075001a428e0c,BioMistral-7B,squad2,False,3,0.7499999999999978,-0.2780370619411769,C5627491,0.6447771191596985,0.6351099610328674,0.009667158126831055,pred_answer,1000
5ad24600d7d075001a428acc,BioMistral-7B,squad2,False,3,0.4999999999999985,-0.2982405685806346,C5773787,0.6564873456954956,0.6319083571434021,0.024578988552093506,pred_answer,1000
57113c6da58dae1900cd6d36,BioMistral-7B,squad2,False,3,0.7499999999999978,-0.0787149152363489,C5221278,0.657105565071106,0.6477993726730347,0.009306192398071289,pred_answer,1000
5ad3cc47604f3c001a3ff143,BioMistral-7B,squad2,False,3,0.405639062229565,-0.285337862536835,C0554220,0.6892671585083008,0.6729503870010376,0.016316771507263184,pred_answer,1000
5ad3ed37604f3c001a3ff7a3,BioMistral-7B,squad2,False,3,0.405639062229565,-0.0705548363170978,C1709547,0.6731357574462891,0.6668328046798706,0.006302952766418457,pred_answer,1000
5ad3f4ed604f3c001a3ff967,BioMistral-7B,squad2,False,3,0.4999999999999985,-0.0764701839797581,C4712787,0.6874145269393921,0.6781641840934753,0.009250342845916748,pred_answer,1000
5ad415fd604f3c001a400328,BioMistral-7B,squad2,False,3,0.7499999999999978,-0.2404453697007349,C0180720,0.7211735844612122,0.6598484516143799,0.061325132846832275,pred_answer,1000
57115bf350c2381900b54a96,BioMistral-7B,squad2,False,3,-8.00856625953729e-16,-0.1186133327547885,C5572705,0.7071703672409058,0.6842324733734131,0.022937893867492676,pred_answer,1000
57115f652419e314009555bb,BioMistral-7B,squad2,False,3,0.9999999999999972,-0.0885140137276797,C5577197,0.6839216351509094,0.6806561946868896,0.0032654404640197754,pred_answer,1000
571c7abfdd7acb1400e4c0bd,BioMistral-7B,squad2,True,3,0.405639062229565,-0.2078590510381478,C0331123,0.8004094958305359,0.7698968052864075,0.030512690544128418,pred_answer,1000
5ad23e1bd7d075001a4288b5,BioMistral-7B,squad2,False,3,0.9999999999999972,-0.0756082542549378,C3887938,0.6891277432441711,0.6891277432441711,0.0,pred_answer,1000
571c8539dd7acb1400e4c0e4,BioMistral-7B,squad2,False,3,0.9999999999999972,-0.2069240826200588,C1890942,0.6767705678939819,0.6680000424385071,0.008770525455474854,pred_answer,1000
5ad24ff3d7d075001a428ca4,BioMistral-7B,squad2,False,3,0.7499999999999978,-0.5122664060909301,C2092075,0.9895768165588379,0.9895768165588379,0.0,pred_answer,1000
